year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,candidate_num,party,writein,mode,candidatevotes,totalvotes,unofficial,version,Vote_Percent,candidate_scale,Vote_Percent_abs,Party_Label,text,Points,Year_Abrv
2002,Montana,MT,30,81,64,US Senate,statewide,gen,FALSE,Mike Taylor,-1,republican,FALSE,total,103611,326537,FALSE,20171011,-0.31730248,-1,0.31730248,R,Mike Taylor (R) 31.7%<br>,31.7%,02
2002,Montana,MT,30,81,64,US Senate,statewide,gen,FALSE,Bob Kelleher,4,green,FALSE,total,7653,326537,FALSE,20171011,0.023436854,1,0.023436854,Other,Bob Kelleher (Other) 2.3%<br>,2.3%,02
2002,Nebraska,NE,31,46,35,US Senate,statewide,gen,FALSE,Charlie A. Matulka,2,democrat,FALSE,total,70290,480217,FALSE,20171011,0.146371328,1,0.146371328,D,Charlie A. Matulka (D) 14.6%<br>,14.6%,02
2002,Nebraska,NE,31,46,35,US Senate,statewide,gen,FALSE,Phil Chase,3,independent,FALSE,total,5066,480217,FALSE,20171011,0.010549397,1,0.010549397,I,Phil Chase (I) 1.1%<br>,1.1%,02
2002,Nebraska,NE,31,46,35,US Senate,statewide,gen,FALSE,Chuck Hagel,-1,republican,FALSE,total,397438,480217,FALSE,20171011,-0.827621679,-1,0.827621679,R,Chuck Hagel (R) 82.8%<br>,82.8%,02
2002,Nebraska,NE,31,46,35,US Senate,statewide,gen,FALSE,John J. Graziano,4,libertarian,FALSE,total,7423,480217,FALSE,20171011,0.015457595,1,0.015457595,L,John J. Graziano (L) 1.5%<br>,1.5%,02
2002,New Hampshire,NH,33,12,4,US Senate,statewide,gen,FALSE,Ken Blevens,4,libertarian,FALSE,total,9835,447135,FALSE,20171011,0.021995594,1,0.021995594,L,Ken Blevens (L) 2.2%<br>,2.2%,02
2002,New Hampshire,NH,33,12,4,US Senate,statewide,gen,FALSE,Jeanne Shaheen,2,democrat,FALSE,total,207478,447135,FALSE,20171011,0.46401646,1,0.46401646,D,Jeanne Shaheen (D) 46.4%<br>,46.4%,02
2002,New Hampshire,NH,33,12,4,US Senate,statewide,gen,FALSE,scatter,4,,FALSE,total,197,447135,FALSE,20171011,0.000440583,1,0.000440583,Other,scatter (Other) 0%<br>,0%,02
2002,New Hampshire,NH,33,12,4,US Senate,statewide,gen,FALSE,John E. Sununu,-1,republican,FALSE,total,227229,447135,FALSE,20171011,-0.508188802,-1,0.508188802,R,John E. Sununu (R) 50.8%<br>,50.8%,02
2002,New Hampshire,NH,33,12,4,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,2396,447135,FALSE,20171011,0.005358561,1,0.005358561,Other,NA (Other) 0.5%<br>,0.5%,02
2002,New Jersey,NJ,34,22,12,US Senate,statewide,gen,FALSE,Gregory Pason,4,socialist,FALSE,total,2702,2112604,FALSE,20171011,0.00127899,1,0.00127899,Other,Gregory Pason (Other) 0.1%<br>,0.1%,02
2002,New Jersey,NJ,34,22,12,US Senate,statewide,gen,FALSE,Elizabeth Macron,4,libertarian,FALSE,total,12558,2112604,FALSE,20171011,0.005944323,1,0.005944323,L,Elizabeth Macron (L) 0.6%<br>,0.6%,02
2002,New Jersey,NJ,34,22,12,US Senate,statewide,gen,FALSE,Norman E. Wahner,4,conservative,FALSE,total,6404,2112604,FALSE,20171011,0.00303133,1,0.00303133,Other,Norman E. Wahner (Other) 0.3%<br>,0.3%,02
2002,New Jersey,NJ,34,22,12,US Senate,statewide,gen,FALSE,Douglas R. Forrester,-1,republican,FALSE,total,928439,2112604,FALSE,20171011,-0.439476116,-1,0.439476116,R,Douglas R. Forrester (R) 43.9%<br>,43.9%,02
2002,New Jersey,NJ,34,22,12,US Senate,statewide,gen,FALSE,Frank R. Lautenberg,2,democrat,FALSE,total,1138193,2112604,FALSE,20171011,0.538763062,1,0.538763062,D,Frank R. Lautenberg (D) 53.9%<br>,53.9%,02
2002,New Jersey,NJ,34,22,12,US Senate,statewide,gen,FALSE,Ted Glick,4,green,FALSE,total,24308,2112604,FALSE,20171011,0.011506179,1,0.011506179,Other,Ted Glick (Other) 1.2%<br>,1.2%,02
2002,New Mexico,NM,35,85,66,US Senate,statewide,gen,FALSE,Gloria Tristani,2,democrat,FALSE,total,168863,483056,FALSE,20171011,0.349572306,1,0.349572306,D,Gloria Tristani (D) 35%<br>,35%,02
2002,New Mexico,NM,35,85,66,US Senate,statewide,gen,FALSE,Pete V. Domenici,-1,republican,FALSE,total,314193,483056,FALSE,20171011,-0.650427694,-1,0.650427694,R,Pete V. Domenici (R) 65%<br>,65%,02
2002,North Carolina,NC,37,56,47,US Senate,statewide,gen,FALSE,Sean Haugh,4,libertarian,FALSE,total,33807,2331181,FALSE,20171011,0.014502091,1,0.014502091,L,Sean Haugh (L) 1.5%<br>,1.5%,02
2002,North Carolina,NC,37,56,47,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,727,2331181,FALSE,20171011,0.000311859,1,0.000311859,Other,NA (Other) 0%<br>,0%,02
2002,North Carolina,NC,37,56,47,US Senate,statewide,gen,FALSE,Erskine B. Bowles,2,democrat,FALSE,total,1047983,2331181,FALSE,20171011,0.449550249,1,0.449550249,D,Erskine B. Bowles (D) 45%<br>,45%,02
2002,North Carolina,NC,37,56,47,US Senate,statewide,gen,FALSE,Elizabeth H. Dole,-1,republican,FALSE,total,1248664,2331181,FALSE,20171011,-0.5356358,-1,0.5356358,R,Elizabeth H. Dole (R) 53.6%<br>,53.6%,02
2002,Oklahoma,OK,40,73,53,US Senate,statewide,gen,FALSE,James Germalic,3,independent,FALSE,total,65056,1018424,FALSE,20171011,0.063879092,1,0.063879092,I,James Germalic (I) 6.4%<br>,6.4%,02
2002,Oklahoma,OK,40,73,53,US Senate,statewide,gen,FALSE,James M. Inhofe,-1,republican,FALSE,total,583579,1018424,FALSE,20171011,-0.573021649,-1,0.573021649,R,James M. Inhofe (R) 57.3%<br>,57.3%,02
2002,Oklahoma,OK,40,73,53,US Senate,statewide,gen,FALSE,David Walters,2,democrat,FALSE,total,369789,1018424,FALSE,20171011,0.363099259,1,0.363099259,D,David Walters (D) 36.3%<br>,36.3%,02
2002,Oregon,OR,41,92,72,US Senate,statewide,gen,FALSE,Gordon Smith,-1,republican,FALSE,total,712287,1267221,FALSE,20171011,-0.562085856,-1,0.562085856,R,Gordon Smith (R) 56.2%<br>,56.2%,02
2002,Oregon,OR,41,92,72,US Senate,statewide,gen,FALSE,Other,4,,FALSE,total,1354,1267221,FALSE,20171011,0.00106848,1,0.00106848,Other,Other (Other) 0.1%<br>,0.1%,02
2002,Oregon,OR,41,92,72,US Senate,statewide,gen,FALSE,Dan Fitzgerald,4,libertarian,FALSE,total,29979,1267221,FALSE,20171011,0.023657278,1,0.023657278,L,Dan Fitzgerald (L) 2.4%<br>,2.4%,02
2002,Oregon,OR,41,92,72,US Senate,statewide,gen,FALSE,Lon Mabon,4,constitution,FALSE,total,21703,1267221,FALSE,20171011,0.017126452,1,0.017126452,Other,Lon Mabon (Other) 1.7%<br>,1.7%,02
2002,Oregon,OR,41,92,72,US Senate,statewide,gen,FALSE,Bill Bradbury,2,democrat,FALSE,total,501898,1267221,FALSE,20171011,0.396061934,1,0.396061934,D,Bill Bradbury (D) 39.6%<br>,39.6%,02
2002,Rhode Island,RI,44,15,5,US Senate,statewide,gen,FALSE,Jack Reed,2,democrat,FALSE,total,253774,323582,FALSE,20171011,0.784264885,1,0.784264885,D,Jack Reed (D) 78.4%<br>,78.4%,02
2002,Rhode Island,RI,44,15,5,US Senate,statewide,gen,FALSE,Robert G. Tingle,-1,republican,FALSE,total,69808,323582,FALSE,20171011,-0.215735115,-1,0.215735115,R,Robert G. Tingle (R) 21.6%<br>,21.6%,02
2002,South Carolina,SC,45,57,48,US Senate,statewide,gen,FALSE,Ted Adams,4,constitution,FALSE,total,8228,1102912,FALSE,20171011,0.007460251,1,0.007460251,Other,Ted Adams (Other) 0.7%<br>,0.7%,02
2002,South Carolina,SC,45,57,48,US Senate,statewide,gen,FALSE,Lindsey O. Graham,-1,republican,FALSE,total,600010,1102912,FALSE,20171011,-0.544023458,-1,0.544023458,R,Lindsey O. Graham (R) 54.4%<br>,54.4%,02
2002,South Carolina,SC,45,57,48,US Senate,statewide,gen,FALSE,Alex Sanders,2,democrat,FALSE,total,487359,1102912,FALSE,20171011,0.441883849,1,0.441883849,D,Alex Sanders (D) 44.2%<br>,44.2%,02
2002,South Carolina,SC,45,57,48,US Senate,statewide,gen,FALSE,Victor Kocher,4,libertarian,FALSE,total,6648,1102912,FALSE,20171011,0.006027679,1,0.006027679,L,Victor Kocher (L) 0.6%<br>,0.6%,02
2002,South Carolina,SC,45,57,48,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,667,1102912,FALSE,20171011,0.000604763,1,0.000604763,Other,NA (Other) 0.1%<br>,0.1%,02
2002,South Dakota,SD,46,45,37,US Senate,statewide,gen,FALSE,Kurt Evans,4,libertarian,FALSE,total,3071,337501,FALSE,20171011,0.009099232,1,0.009099232,L,Kurt Evans (L) 0.9%<br>,0.9%,02
2002,South Dakota,SD,46,45,37,US Senate,statewide,gen,FALSE,Tim Johnson,2,democrat,FALSE,total,167481,337501,FALSE,20171011,0.49623853,1,0.49623853,D,Tim Johnson (D) 49.6%<br>,49.6%,02
2002,South Dakota,SD,46,45,37,US Senate,statewide,gen,FALSE,John Thune,-1,republican,FALSE,total,166949,337501,FALSE,20171011,-0.494662238,-1,0.494662238,R,John Thune (R) 49.5%<br>,49.5%,02
2002,Tennessee,TN,47,62,54,US Senate,statewide,gen,FALSE,Wesley M. Baker,3,independent,FALSE,total,6106,1642432,FALSE,20171011,0.003717658,1,0.003717658,I,Wesley M. Baker (I) 0.4%<br>,0.4%,02
2002,Tennessee,TN,47,62,54,US Senate,statewide,gen,FALSE,Karl Stanley Davidson,3,independent,FALSE,total,2217,1642432,FALSE,20171011,0.001349828,1,0.001349828,I,Karl Stanley Davidson (I) 0.1%<br>,0.1%,02
2002,Tennessee,TN,47,62,54,US Senate,statewide,gen,FALSE,Bob Clement,2,democrat,FALSE,total,728232,1642432,FALSE,20171011,0.443386393,1,0.443386393,D,Bob Clement (D) 44.3%<br>,44.3%,02
2002,Tennessee,TN,47,62,54,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,356,1642432,FALSE,20171011,0.000216752,1,0.000216752,Other,NA (Other) 0%<br>,0%,02
2002,Tennessee,TN,47,62,54,US Senate,statewide,gen,FALSE,Connie Gammon,3,independent,FALSE,total,5349,1642432,FALSE,20171011,0.003256756,1,0.003256756,I,Connie Gammon (I) 0.3%<br>,0.3%,02
2002,Tennessee,TN,47,62,54,US Senate,statewide,gen,FALSE,Basil J. Marceaux,3,independent,FALSE,total,1170,1642432,FALSE,20171011,0.000712358,1,0.000712358,I,Basil J. Marceaux (I) 0.1%<br>,0.1%,02
2002,Tennessee,TN,47,62,54,US Senate,statewide,gen,FALSE,John Jay Hooker,3,independent,FALSE,total,6401,1642432,FALSE,20171011,0.003897269,1,0.003897269,I,John Jay Hooker (I) 0.4%<br>,0.4%,02
2002,Tennessee,TN,47,62,54,US Senate,statewide,gen,FALSE,Lamar Alexander,-1,republican,FALSE,total,891498,1642432,FALSE,20171011,-0.542791422,-1,0.542791422,R,Lamar Alexander (R) 54.3%<br>,54.3%,02
2002,Tennessee,TN,47,62,54,US Senate,statewide,gen,FALSE,H. Gary Keplinger,3,independent,FALSE,total,1103,1642432,FALSE,20171011,0.000671565,1,0.000671565,I,H. Gary Keplinger (I) 0.1%<br>,0.1%,02
2002,Texas,TX,48,74,49,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,1422,4514012,FALSE,20171011,0.000315019,1,0.000315019,Other,NA (Other) 0%<br>,0%,02
2002,Texas,TX,48,74,49,US Senate,statewide,gen,FALSE,Roy H. Williams,4,green,FALSE,total,25051,4514012,FALSE,20171011,0.005549609,1,0.005549609,Other,Roy H. Williams (Other) 0.6%<br>,0.6%,02
2002,Texas,TX,48,74,49,US Senate,statewide,gen,FALSE,John Cornyn,-1,republican,FALSE,total,2496243,4514012,FALSE,20171011,-0.552998751,-1,0.552998751,R,John Cornyn (R) 55.3%<br>,55.3%,02
2002,Texas,TX,48,74,49,US Senate,statewide,gen,FALSE,Ron Kirk,2,democrat,FALSE,total,1955758,4514012,FALSE,20171011,0.433263802,1,0.433263802,D,Ron Kirk (D) 43.3%<br>,43.3%,02
2002,Texas,TX,48,74,49,US Senate,statewide,gen,FALSE,Scott Lanier Jameson,4,libertarian,FALSE,total,35538,4514012,FALSE,20171011,0.007872819,1,0.007872819,L,Scott Lanier Jameson (L) 0.8%<br>,0.8%,02
2002,Virginia,VA,51,54,40,US Senate,statewide,gen,FALSE,Nancy B. Spannaus,3,independent,FALSE,total,145102,1489422,FALSE,20171011,0.097421684,1,0.097421684,I,Nancy B. Spannaus (I) 9.7%<br>,9.7%,02
2002,Virginia,VA,51,54,40,US Senate,statewide,gen,FALSE,Jacob G. Hornberger Jr.,3,independent,FALSE,total,106055,1489422,FALSE,20171011,0.071205474,1,0.071205474,I,Jacob G. Hornberger Jr. (I) 7.1%<br>,7.1%,02
2002,Virginia,VA,51,54,40,US Senate,statewide,gen,FALSE,John W. Warner,-1,republican,FALSE,total,1229894,1489422,FALSE,20171011,-0.82575254,-1,0.82575254,R,John W. Warner (R) 82.6%<br>,82.6%,02
2002,Virginia,VA,51,54,40,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,8371,1489422,FALSE,20171011,0.005620301,1,0.005620301,Other,NA (Other) 0.6%<br>,0.6%,02
2002,West Virginia,WV,54,55,56,US Senate,statewide,gen,FALSE,Jay Wolfe,-1,republican,FALSE,total,160902,436183,FALSE,20171011,-0.368886454,-1,0.368886454,R,Jay Wolfe (R) 36.9%<br>,36.9%,02
2002,West Virginia,WV,54,55,56,US Senate,statewide,gen,FALSE,John D. Rockefeller IV,2,democrat,FALSE,total,275281,436183,FALSE,20171011,0.631113546,1,0.631113546,D,John D. Rockefeller IV (D) 63.1%<br>,63.1%,02
2002,Wyoming,WY,56,83,68,US Senate,statewide,gen,FALSE,Joyce Jansa Corcoran,2,democrat,FALSE,total,49570,183280,FALSE,20171011,0.270460498,1,0.270460498,D,Joyce Jansa Corcoran (D) 27%<br>,27%,02
2002,Wyoming,WY,56,83,68,US Senate,statewide,gen,FALSE,Michael B. Enzi,-1,republican,FALSE,total,133710,183280,FALSE,20171011,-0.729539502,-1,0.729539502,R,Michael B. Enzi (R) 73%<br>,73%,02
2004,Alabama,AL,1,63,41,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,1848,1839066,FALSE,20171011,0.001004858,1,0.001004858,Other,NA (Other) 0.1%<br>,0.1%,04
2004,Alabama,AL,1,63,41,US Senate,statewide,gen,FALSE,Richard C. Shelby,-1,republican,FALSE,total,1242200,1839066,FALSE,20171011,-0.675451561,-1,0.675451561,R,Richard C. Shelby (R) 67.5%<br>,67.5%,04
2004,Alabama,AL,1,63,41,US Senate,statewide,gen,FALSE,Wayne Sowell,2,democrat,FALSE,total,595018,1839066,FALSE,20171011,0.323543581,1,0.323543581,D,Wayne Sowell (D) 32.4%<br>,32.4%,04
2004,Alaska,AK,2,94,81,US Senate,statewide,gen,FALSE,Jim Skyes,4,green,FALSE,total,3053,308315,FALSE,20171011,0.00990221,1,0.00990221,Other,Jim Skyes (Other) 1%<br>,1%,04
2004,Alaska,AK,2,94,81,US Senate,statewide,gen,FALSE,Tony Knowles,2,democrat,FALSE,total,140424,308315,FALSE,20171011,0.45545627,1,0.45545627,D,Tony Knowles (D) 45.5%<br>,45.5%,04
2004,Alaska,AK,2,94,81,US Senate,statewide,gen,FALSE,Lisa Murkowski,-1,republican,FALSE,total,149773,308315,FALSE,20171011,-0.485779154,-1,0.485779154,R,Lisa Murkowski (R) 48.6%<br>,48.6%,04
2004,Alaska,AK,2,94,81,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,423,308315,FALSE,20171011,0.001371973,1,0.001371973,Other,NA (Other) 0.1%<br>,0.1%,04
2004,Alaska,AK,2,94,81,US Senate,statewide,gen,FALSE,Scott A. Kohlhaas,4,alaska libertarian,FALSE,total,1240,308315,FALSE,20171011,0.004021861,1,0.004021861,Other,Scott A. Kohlhaas (Other) 0.4%<br>,0.4%,04
2004,Alaska,AK,2,94,81,US Senate,statewide,gen,FALSE,Marc J. Millican,4,nonpartisan,FALSE,total,8885,308315,FALSE,20171011,0.02881793,1,0.02881793,Other,Marc J. Millican (Other) 2.9%<br>,2.9%,04
2004,Alaska,AK,2,94,81,US Senate,statewide,gen,FALSE,Jerry Sanders,4,alaskan independence,FALSE,total,3785,308315,FALSE,20171011,0.012276406,1,0.012276406,Other,Jerry Sanders (Other) 1.2%<br>,1.2%,04
2004,Alaska,AK,2,94,81,US Senate,statewide,gen,FALSE,"Ted ""Big"" Gianoutsos",4,nonpartisan,FALSE,total,732,308315,FALSE,20171011,0.002374195,1,0.002374195,Other,"Ted ""Big"" Gianoutsos (Other) 0.2%<br>",0.2%,04
2004,Arizona,AZ,4,86,61,US Senate,statewide,gen,FALSE,Ernest Hancock,4,libertarian,FALSE,total,51798,1961677,FALSE,20171011,0.026404959,1,0.026404959,L,Ernest Hancock (L) 2.6%<br>,2.6%,04
2004,Arizona,AZ,4,86,61,US Senate,statewide,gen,FALSE,Stuart Starky,2,democrat,FALSE,total,404507,1961677,FALSE,20171011,0.206204691,1,0.206204691,D,Stuart Starky (D) 20.6%<br>,20.6%,04
2004,Arizona,AZ,4,86,61,US Senate,statewide,gen,FALSE,John McCain,-1,republican,FALSE,total,1505372,1961677,FALSE,20171011,-0.76739035,-1,0.76739035,R,John McCain (R) 76.7%<br>,76.7%,04
2004,Arkansas,AR,5,71,42,US Senate,statewide,gen,FALSE,Glen A. Schwarz,4,,TRUE,total,212,1039349,FALSE,20171011,0.000203974,1,0.000203974,Other,Glen A. Schwarz (Other) 0%<br>,0%,04
2004,Arkansas,AR,5,71,42,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,128,1039349,FALSE,20171011,0.000123154,1,0.000123154,Other,NA (Other) 0%<br>,0%,04
2004,Arkansas,AR,5,71,42,US Senate,statewide,gen,FALSE,Blanche L. Lincoln,2,democrat,FALSE,total,580973,1039349,FALSE,20171011,0.558977783,1,0.558977783,D,Blanche L. Lincoln (D) 55.9%<br>,55.9%,04
2004,Arkansas,AR,5,71,42,US Senate,statewide,gen,FALSE,Jim Holt,-1,republican,FALSE,total,458036,1039349,FALSE,20171011,-0.440695089,-1,0.440695089,R,Jim Holt (R) 44.1%<br>,44.1%,04
2004,California,CA,6,93,71,US Senate,statewide,gen,FALSE,Barbara Boxer,2,democrat,FALSE,total,6955728,12053295,FALSE,20171011,0.577081039,1,0.577081039,D,Barbara Boxer (D) 57.7%<br>,57.7%,04
2004,California,CA,6,93,71,US Senate,statewide,gen,FALSE,Don J. Grundmann,4,american independent,FALSE,total,81224,12053295,FALSE,20171011,0.006738738,1,0.006738738,Other,Don J. Grundmann (Other) 0.7%<br>,0.7%,04
2004,California,CA,6,93,71,US Senate,statewide,gen,FALSE,"James P. ""Jim"" Gray",4,libertarian,FALSE,total,216522,12053295,FALSE,20171011,0.017963719,1,0.017963719,L,"James P. ""Jim"" Gray (L) 1.8%<br>",1.8%,04
2004,California,CA,6,93,71,US Senate,statewide,gen,FALSE,Marsha Feinland,4,peace and freedom,FALSE,total,243846,12053295,FALSE,20171011,0.020230651,1,0.020230651,Other,Marsha Feinland (Other) 2%<br>,2%,04
2004,California,CA,6,93,71,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,53,12053295,FALSE,20171011,4.39714E-06,1,4.39714E-06,Other,NA (Other) 0%<br>,0%,04
2004,California,CA,6,93,71,US Senate,statewide,gen,FALSE,Bill Jones,-1,republican,FALSE,total,4555922,12053295,FALSE,20171011,-0.377981457,-1,0.377981457,R,Bill Jones (R) 37.8%<br>,37.8%,04
2004,Colorado,CO,8,84,62,US Senate,statewide,gen,FALSE,Ken Salazar,2,democrat,FALSE,total,1081188,2107472,FALSE,20171011,0.513026033,1,0.513026033,D,Ken Salazar (D) 51.3%<br>,51.3%,04
2004,Colorado,CO,8,84,62,US Senate,statewide,gen,FALSE,Finn Gotaas,4,unaffiliated,FALSE,total,1750,2107472,FALSE,20171011,0.000830379,1,0.000830379,Other,Finn Gotaas (Other) 0.1%<br>,0.1%,04
2004,Colorado,CO,8,84,62,US Senate,statewide,gen,FALSE,"Douglas ""Dayhorse"" Campbell",4,american constitution,FALSE,total,18783,2107472,FALSE,20171011,0.008912574,1,0.008912574,Other,"Douglas ""Dayhorse"" Campbell (Other) 0.9%<br>",0.9%,04
2004,Colorado,CO,8,84,62,US Senate,statewide,gen,FALSE,Richard Randall,4,libertarian,FALSE,total,10160,2107472,FALSE,20171011,0.004820942,1,0.004820942,L,Richard Randall (L) 0.5%<br>,0.5%,04
2004,Colorado,CO,8,84,62,US Senate,statewide,gen,FALSE,Victor Good,4,reform,FALSE,total,6481,2107472,FALSE,20171011,0.003075248,1,0.003075248,Other,Victor Good (Other) 0.3%<br>,0.3%,04
2004,Colorado,CO,8,84,62,US Senate,statewide,gen,FALSE,Pete Coors,-1,republican,FALSE,total,980668,2107472,FALSE,20171011,-0.465329077,-1,0.465329077,R,Pete Coors (R) 46.5%<br>,46.5%,04
2004,Colorado,CO,8,84,62,US Senate,statewide,gen,FALSE,John R. Harris,3,independent,FALSE,total,8442,2107472,FALSE,20171011,0.004005747,1,0.004005747,I,John R. Harris (I) 0.4%<br>,0.4%,04
2004,Connecticut,CT,9,16,1,US Senate,statewide,gen,FALSE,Leonard H. Rasch,4,libertarian,FALSE,total,9188,1424726,FALSE,20171011,0.006448959,1,0.006448959,L,Leonard H. Rasch (L) 0.6%<br>,0.6%,04
2004,Connecticut,CT,9,16,1,US Senate,statewide,gen,FALSE,Jack C. Orchulli,-1,republican,FALSE,total,457749,1424726,FALSE,20171011,-0.321289146,-1,0.321289146,R,Jack C. Orchulli (R) 32.1%<br>,32.1%,04
2004,Connecticut,CT,9,16,1,US Senate,statewide,gen,FALSE,Christopher J. Dodd,2,democrat,FALSE,total,945347,1424726,FALSE,20171011,0.663528987,1,0.663528987,D,Christopher J. Dodd (D) 66.4%<br>,66.4%,04
2004,Connecticut,CT,9,16,1,US Senate,statewide,gen,FALSE,Timothy A. Knibbs,4,concerned citizens,FALSE,total,12442,1424726,FALSE,20171011,0.008732907,1,0.008732907,Other,Timothy A. Knibbs (Other) 0.9%<br>,0.9%,04
2004,Florida,FL,12,59,43,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,16,7429894,FALSE,20171011,2.15346E-06,1,2.15346E-06,Other,NA (Other) 0%<br>,0%,04
2004,Florida,FL,12,59,43,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,27,7429894,FALSE,20171011,3.63397E-06,1,3.63397E-06,Other,NA (Other) 0%<br>,0%,04
2004,Florida,FL,12,59,43,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,119,7429894,FALSE,20171011,1.60164E-05,1,1.60164E-05,Other,NA (Other) 0%<br>,0%,04
2004,Florida,FL,12,59,43,US Senate,statewide,gen,FALSE,Mel Martinez,-1,republican,FALSE,total,3672864,7429894,FALSE,20171011,-0.494335989,-1,0.494335989,R,Mel Martinez (R) 49.4%<br>,49.4%,04
2004,Florida,FL,12,59,43,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,25,7429894,FALSE,20171011,3.36479E-06,1,3.36479E-06,Other,NA (Other) 0%<br>,0%,04
2004,Florida,FL,12,59,43,US Senate,statewide,gen,FALSE,Betty Castor,2,democrat,FALSE,total,3590201,7429894,FALSE,20171011,0.483210258,1,0.483210258,D,Betty Castor (D) 48.3%<br>,48.3%,04
2004,Florida,FL,12,59,43,US Senate,statewide,gen,FALSE,Dennis F. Bradley,4,veterans party of america,FALSE,total,166642,7429894,FALSE,20171011,0.022428584,1,0.022428584,Other,Dennis F. Bradley (Other) 2.2%<br>,2.2%,04
2004,Georgia,GA,13,58,44,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,7,3220981,FALSE,20171011,2.17325E-06,1,2.17325E-06,Other,NA (Other) 0%<br>,0%,04
2004,Georgia,GA,13,58,44,US Senate,statewide,gen,FALSE,Johnny Isakson,-1,republican,FALSE,total,1864202,3220981,FALSE,20171011,-0.578768394,-1,0.578768394,R,Johnny Isakson (R) 57.9%<br>,57.9%,04
2004,Georgia,GA,13,58,44,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,31,3220981,FALSE,20171011,9.6244E-06,1,9.6244E-06,Other,NA (Other) 0%<br>,0%,04
2004,Georgia,GA,13,58,44,US Senate,statewide,gen,FALSE,Denise L. Majette,2,democrat,FALSE,total,1287690,3220981,FALSE,20171011,0.39978193,1,0.39978193,D,Denise L. Majette (D) 40%<br>,40%,04
2004,Georgia,GA,13,58,44,US Senate,statewide,gen,FALSE,Allen Buckley,4,libertarian,FALSE,total,69051,3220981,FALSE,20171011,0.021437879,1,0.021437879,L,Allen Buckley (L) 2.1%<br>,2.1%,04
2004,Hawaii,HI,15,95,82,US Senate,statewide,gen,FALSE,Daniel K. Inouye,2,democrat,FALSE,total,313629,415347,FALSE,20171011,0.755101156,1,0.755101156,D,Daniel K. Inouye (D) 75.5%<br>,75.5%,04
2004,Hawaii,HI,15,95,82,US Senate,statewide,gen,FALSE,Jim Brewer,4,nonpartisan,FALSE,total,9269,415347,FALSE,20171011,0.02231628,1,0.02231628,Other,Jim Brewer (Other) 2.2%<br>,2.2%,04
2004,Hawaii,HI,15,95,82,US Senate,statewide,gen,FALSE,Cam Cavasso,-1,republican,FALSE,total,87172,415347,FALSE,20171011,-0.209877524,-1,0.209877524,R,Cam Cavasso (R) 21%<br>,21%,04
2004,Hawaii,HI,15,95,82,US Senate,statewide,gen,FALSE,Jeff Mallan,4,libertarian,FALSE,total,5277,415347,FALSE,20171011,0.012705039,1,0.012705039,L,Jeff Mallan (L) 1.3%<br>,1.3%,04
2004,Idaho,ID,16,82,63,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,4136,503932,FALSE,20171011,0.008207457,1,0.008207457,Other,NA (Other) 0.8%<br>,0.8%,04
2004,Idaho,ID,16,82,63,US Senate,statewide,gen,FALSE,Mike Crapo,-1,republican,FALSE,total,499796,503932,FALSE,20171011,-0.991792543,-1,0.991792543,R,Mike Crapo (R) 99.2%<br>,99.2%,04
2004,Illinois,IL,17,33,21,US Senate,statewide,gen,FALSE,Jerry Kohn,4,libertarian,FALSE,total,69253,5141520,FALSE,20171011,0.013469363,1,0.013469363,L,Jerry Kohn (L) 1.3%<br>,1.3%,04
2004,Illinois,IL,17,33,21,US Senate,statewide,gen,FALSE,Alan Keyes,-1,republican,FALSE,total,1390690,5141520,FALSE,20171011,-0.27048227,-1,0.27048227,R,Alan Keyes (R) 27%<br>,27%,04
2004,Illinois,IL,17,33,21,US Senate,statewide,gen,FALSE,Barack Obama,2,democrat,FALSE,total,3597456,5141520,FALSE,20171011,0.699687252,1,0.699687252,D,Barack Obama (D) 70%<br>,70%,04
2004,Illinois,IL,17,33,21,US Senate,statewide,gen,FALSE,Albert J. Franzen,3,independent,FALSE,total,81164,5141520,FALSE,20171011,0.015785993,1,0.015785993,I,Albert J. Franzen (I) 1.6%<br>,1.6%,04
2004,Illinois,IL,17,33,21,US Senate,statewide,gen,FALSE,NA,4,NA,TRUE,total,2957,5141520,FALSE,20171011,0.000575122,1,0.000575122,Other,NA (Other) 0.1%<br>,0.1%,04
